call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn,avg_usage_per_month,monthly_call_frequency,monthly_sms_frequency,has_complaint,has_call_failures,activity_score,customer_value_group
32,1,36,4,16560,252,18,87,2,2,1,25,837.54,0,460.0,7.0,0.5,1,1,357,Very High
13,0,39,4,7450,130,289,40,3,2,1,30,1459.2,0,191.02564102564102,3.3333333333333335,7.410256410256411,0,1,459,Very High
9,0,41,1,4203,96,20,35,3,1,1,30,251.96,0,102.51219512195122,2.341463414634146,0.4878048780487805,0,1,151,High
10,0,40,0,2150,58,56,27,3,1,2,30,312.32,0,53.75,1.45,1.4,0,1,141,High
13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,79.63414634146342,1.6341463414634145,4.7073170731707314,0,1,290,Very High
11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0,56.25,1.5625,6.59375,0,1,279,Very High
11,0,31,1,2053,53,48,75,5,1,1,55,103.59,0,66.2258064516129,1.7096774193548387,1.5483870967741935,0,1,176,Low
18,0,32,0,1185,39,28,14,3,1,2,30,160.96,0,37.03125,1.21875,0.875,0,1,81,Medium
7,0,31,0,1310,24,39,10,4,1,2,45,130.85,0,42.25806451612903,0.7741935483870968,1.2580645161290323,0,1,73,Medium
17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,57.0,1.5333333333333334,1.2333333333333334,0,1,103,High
9,0,30,1,3710,75,26,30,3,1,1,30,255.4,0,123.66666666666667,2.5,0.8666666666666667,0,1,131,High
9,0,23,1,2180,40,46,21,3,1,1,30,272.8,0,94.78260869565217,1.7391304347826086,2.0,0,1,107,High
23,0,22,2,6878,155,103,49,2,2,1,25,779.985,0,312.6363636363636,7.045454545454546,4.681818181818182,0,1,307,High
19,0,20,1,9418,185,91,47,5,1,1,55,280.545,0,470.9,9.25,4.55,0,1,323,High
15,0,21,4,3338,59,49,26,3,1,1,30,331.88,0,158.95238095238096,2.8095238095238093,2.3333333333333335,0,1,134,High
9,0,14,2,4875,54,233,17,3,1,1,30,1129.16,0,348.2142857142857,3.857142857142857,16.642857142857142,0,1,304,Very High
10,0,14,2,1973,33,18,14,3,1,1,30,152.24,1,140.92857142857142,2.357142857142857,1.2857142857142858,0,1,65,Medium
11,0,37,1,4495,69,7,14,3,1,1,30,210.56,0,121.48648648648648,1.864864864864865,0.1891891891891892,0,1,90,Medium
5,0,38,0,305,6,7,2,3,1,2,30,40.44,0,8.026315789473685,0.15789473684210525,0.18421052631578946,0,1,15,Low
13,0,36,1,2578,58,355,21,3,1,1,30,1525.44,0,71.61111111111111,1.6111111111111112,9.86111111111111,0,1,434,Very High
13,0,37,1,4323,64,7,32,1,1,1,15,279.785,0,116.83783783783784,1.7297297297297298,0.1891891891891892,0,1,103,High
6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,68.05405405405405,1.5135135135135136,0.1891891891891892,0,1,93,Medium
14,0,37,2,3900,80,28,25,3,1,1,30,271.2,0,105.4054054054054,2.1621621621621623,0.7567567567567568,0,1,133,High
7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,67.16216216216216,1.0,7.594594594594595,0,1,333,Very High
16,0,36,3,9240,119,140,40,3,1,1,30,934.36,0,256.6666666666667,3.3055555555555554,3.888888888888889,0,1,299,Very High
10,0,37,1,13898,167,7,41,3,1,1,30,590.6,0,375.6216216216216,4.513513513513513,0.1891891891891892,0,1,215,High
10,0,37,2,4640,81,7,22,3,1,1,30,216.84,0,125.4054054054054,2.189189189189189,0.1891891891891892,0,1,110,Medium
9,0,37,1,6043,93,7,9,3,1,1,30,273.44,0,163.32432432432432,2.5135135135135136,0.1891891891891892,0,1,109,High
12,0,37,0,2363,52,7,14,3,1,2,30,124.6,0,63.86486486486486,1.4054054054054055,0.1891891891891892,0,1,73,Medium
28,0,37,4,15265,223,50,29,3,2,1,30,819.52,0,412.56756756756755,6.027027027027027,1.3513513513513513,0,1,302,Very High
7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,87.02702702702703,0.6756756756756757,12.945945945945946,0,1,509,Very High
12,0,36,1,15610,180,146,27,2,1,1,25,1367.55,0,433.6111111111111,5.0,4.055555555555555,0,1,353,Very High
6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,184.02777777777777,2.3333333333333335,5.055555555555555,0,1,289,Very High
5,0,36,0,1000,12,7,8,2,1,2,25,77.04,0,27.77777777777778,0.3333333333333333,0.19444444444444445,0,1,27,Low
5,0,37,0,835,12,9,5,3,1,2,30,69.88,0,22.56756756756757,0.32432432432432434,0.24324324324324326,0,1,26,Low
5,0,36,0,305,6,7,2,2,1,2,25,45.495,1,8.472222222222221,0.16666666666666666,0.19444444444444445,0,1,15,Low
6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,212.02777777777777,3.4722222222222223,10.555555555555555,0,1,545,Very High
10,0,36,2,11590,152,7,44,4,1,1,45,311.05,0,321.94444444444446,4.222222222222222,0.19444444444444445,0,1,203,High
11,0,36,2,6843,73,104,34,2,1,1,25,779.22,0,190.08333333333334,2.0277777777777777,2.888888888888889,0,1,211,High
26,1,32,0,1080,45,12,14,3,1,2,30,93.0,1,33.75,1.40625,0.375,1,1,71,Low
24,0,35,9,10560,91,7,39,5,1,1,55,170.265,0,301.7142857142857,2.6,0.2,0,1,137,Medium
16,0,35,2,5943,96,22,21,2,1,1,25,370.755,1,169.8,2.742857142857143,0.6285714285714286,0,1,139,High
5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,89.84848484848484,0.6060606060606061,0.21212121212121213,0,1,38,Medium
12,1,34,0,3115,39,7,13,3,1,2,30,154.16,1,91.61764705882354,1.1470588235294117,0.20588235294117646,1,1,59,Medium
12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,68.37142857142857,1.2,0.8571428571428571,0,1,100,Medium
5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,8.714285714285714,0.17142857142857143,0.2,1,1,15,Low
5,0,35,1,1793,23,7,3,4,1,1,45,62.9,0,51.22857142857143,0.6571428571428571,0.2,0,1,33,Low
6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,215.9375,2.96875,0.3125,0,1,124,Medium
5,0,35,0,305,6,7,2,4,1,2,45,25.275,1,8.714285714285714,0.17142857142857143,0.2,0,1,15,Low
5,0,35,1,305,6,7,2,5,1,1,55,15.165,0,8.714285714285714,0.17142857142857143,0.2,0,1,15,Low
28,0,30,4,16200,236,7,77,2,2,1,25,771.12,0,540.0,7.866666666666666,0.23333333333333334,0,1,320,High
9,0,33,4,7090,114,267,30,3,2,1,30,1356.16,0,214.84848484848484,3.4545454545454546,8.090909090909092,0,1,411,Very High
5,0,35,1,3843,80,7,25,3,1,1,30,184.92,0,109.8,2.2857142857142856,0.2,0,1,112,Medium
6,0,34,0,1790,42,34,17,3,1,2,30,209.28,0,52.64705882352941,1.2352941176470589,1.0,0,1,93,Medium
9,0,35,1,2905,51,171,20,2,1,1,25,902.52,0,83.0,1.457142857142857,4.885714285714286,0,1,242,Very High
7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,55.38461538461539,1.3076923076923077,7.269230769230769,0,1,231,Very High
7,0,25,1,1693,37,26,65,5,1,1,55,64.95,0,67.72,1.48,1.04,0,1,128,Low
14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,31.73076923076923,0.8846153846153846,0.2692307692307692,0,1,34,Low
5,0,25,0,305,6,17,2,4,1,2,45,50.275,0,12.2,0.24,0.68,0,1,25,Low
13,0,24,1,1350,30,15,10,2,1,1,25,129.6,0,56.25,1.25,0.625,0,1,55,Medium
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,139.58333333333334,2.4583333333333335,0.2916666666666667,0,1,86,Medium
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,0,107.05882352941177,1.411764705882353,1.411764705882353,0,1,59,Medium
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,407.375,8.6875,5.0625,0,1,259,High
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,647.0,12.071428571428571,4.928571428571429,0,1,275,High
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0,198.53333333333333,2.8666666666666667,1.8,0,1,86,Medium
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0,564.375,4.75,26.375,0,1,256,Very High
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1,201.625,2.125,0.875,1,1,28,Low
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,0,131.875,2.175,0.825,0,1,154,High
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0,29.829268292682926,0.5121951219512195,0.8536585365853658,0,1,77,Medium
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0,86.1025641025641,1.9487179487179487,9.923076923076923,0,1,504,Very High
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0,127.575,2.05,0.725,0,1,163,High
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0,82.45,1.85,0.75,0,1,154,High
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,117.0,2.45,1.5,0,1,203,High
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0,81.625,1.375,7.825,0,1,403,Very High
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,256.9230769230769,3.5128205128205128,4.410256410256411,1,1,369,Very High
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0,366.95,4.625,0.7,0,1,274,High
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,135.5,2.475,0.75,0,1,171,High
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,0,170.575,2.775,0.875,0,1,175,High
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0,78.575,1.75,0.9,0,1,140,High
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0,401.125,6.025,2.05,1,1,372,Very High
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,100.0,1.075,12.775,0,1,579,Very High
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0,420.2564102564103,5.076923076923077,4.564102564102564,0,1,423,Very High
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0,189.87179487179486,2.6153846153846154,5.487179487179487,0,1,359,Very High
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0,45.64102564102564,0.7692307692307693,0.717948717948718,0,1,86,Medium
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0,40.375,0.75,1.025,0,1,96,Medium
9,1,39,0,905,16,28,17,2,1,2,25,167.445,1,23.205128205128204,0.41025641025641024,0.717948717948718,1,1,61,Medium
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0,215.71794871794873,3.6666666666666665,10.564102564102564,0,1,615,Very High
16,0,39,4,12370,170,39,64,4,1,1,45,411.0,0,317.1794871794872,4.358974358974359,1.0,0,1,273,High
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0,195.46153846153845,2.3333333333333335,3.4871794871794872,0,1,281,Very High
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,1,53.142857142857146,1.8,1.2571428571428571,1,1,141,High
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0,298.42105263157896,2.8684210526315788,0.7631578947368421,0,1,197,Medium
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0,176.92105263157896,3.0,1.4210526315789473,0,1,209,High
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0,104.02777777777777,1.0555555555555556,0.7777777777777778,0,1,97,High
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1,105.27027027027027,1.5405405405405406,1.0,1,1,127,High
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1,83.5,1.5789473684210527,1.631578947368421,0,1,170,High
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1,27.31578947368421,0.47368421052631576,0.7368421052631579,0,1,65,Medium
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0,67.71052631578948,1.0789473684210527,0.7368421052631579,0,1,92,Medium
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,219.71428571428572,3.2285714285714286,1.2,0,1,194,Medium
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,1,40.3421052631579,0.6052631578947368,0.9736842105263158,0,1,81,Medium
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,0,32.71052631578947,0.5263157894736842,0.8421052631578947,0,1,71,Low
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,0,514.5454545454545,7.696969696969697,0.8484848484848485,0,1,379,Very High
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,0,218.61111111111111,3.6666666666666665,8.305555555555555,0,1,481,Very High
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0,121.65789473684211,2.5789473684210527,0.7894736842105263,0,1,173,High
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,69.45945945945945,1.6216216216216217,1.7837837837837838,1,1,163,Medium
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0,96.97368421052632,1.8157894736842106,5.342105263157895,0,1,312,Very High
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0,76.55172413793103,1.793103448275862,7.620689655172414,0,1,301,Very High
13,0,28,3,2473,55,58,85,5,1,1,55,124.92,0,88.32142857142857,1.9642857142857142,2.0714285714285716,0,1,198,Medium
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,55.3448275862069,1.4137931034482758,1.3103448275862069,0,1,103,Medium
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0,61.785714285714285,0.9285714285714286,1.75,0,1,95,Medium
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,78.88888888888889,1.7777777777777777,1.7407407407407407,0,1,125,High
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0,152.96296296296296,2.8518518518518516,1.3333333333333333,0,1,153,High
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,0,130.0,2.1,2.8,0,1,129,High
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,0,384.10526315789474,8.263157894736842,5.947368421052632,0,1,329,Very High
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0,578.7058823529412,11.0,5.9411764705882355,0,1,345,High
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0,208.77777777777777,3.388888888888889,3.2777777777777777,0,1,156,High
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,481.3636363636364,5.090909090909091,22.09090909090909,0,1,326,Very High
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,217.54545454545453,3.1818181818181817,2.5454545454545454,1,1,87,Medium
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,101.875,1.675,0.175,0,1,78,Medium
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0,7.439024390243903,0.14634146341463414,0.17073170731707318,0,1,15,Low
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,0,55.333333333333336,1.435897435897436,8.846153846153847,0,1,412,Very High
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0,97.575,1.55,0.175,0,1,91,High
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0,52.45,1.35,0.175,0,1,81,Medium
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0,87.0,1.95,0.45,0,1,111,Medium
5,0,40,0,2065,35,271,5,3,1,1,30,1168.0,0,51.625,0.875,6.775,0,1,311,Very High
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,0,226.15384615384616,3.0,3.3333333333333335,0,1,277,Very High
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0,336.95,4.125,0.175,0,1,203,High
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0,105.5,1.975,0.175,0,1,98,Medium
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0,140.575,2.275,0.175,0,1,115,High
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,0,48.575,1.25,0.175,0,1,61,Low
26,0,40,2,14845,221,40,19,3,1,1,30,762.64,0,371.125,5.525,1.0,0,1,280,High
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,0,70.0,0.575,11.725,0,1,501,Very High
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,0,389.4871794871795,4.564102564102564,3.4871794871794872,0,1,331,Very High
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0,159.10256410256412,2.1025641025641026,4.410256410256411,0,1,267,Very High
5,0,39,0,580,10,7,2,2,1,2,25,58.05,0,14.871794871794872,0.2564102564102564,0.1794871794871795,0,1,19,Low
5,0,40,0,415,10,7,2,3,1,2,30,45.0,0,10.375,0.25,0.175,0,1,19,Low
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,0,184.94871794871796,3.1538461538461537,9.487179487179487,0,1,523,Very High
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,286.4102564102564,3.8461538461538463,0.1794871794871795,0,1,191,High
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0,164.69230769230768,1.8205128205128205,2.41025641025641,0,1,189,High
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1,18.857142857142858,1.2285714285714286,0.2,0,1,54,Low
22,0,38,7,10140,89,7,29,5,1,1,55,163.935,0,266.8421052631579,2.3421052631578947,0.18421052631578946,0,1,125,Medium
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1,145.3421052631579,2.473684210526316,0.3157894736842105,0,1,117,High
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0,70.69444444444444,0.5,0.19444444444444445,0,1,31,Medium
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1,72.83783783783784,1.0,0.1891891891891892,0,1,47,Medium
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,1,51.921052631578945,1.0526315789473684,0.5263157894736842,0,1,78,Medium
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1,8.026315789473685,0.15789473684210525,0.18421052631578946,1,1,15,Low
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,0,36.13157894736842,0.5526315789473685,0.18421052631578946,0,1,30,Low
5,0,35,0,6490,93,7,9,5,1,1,55,109.245,0,185.42857142857142,2.657142857142857,0.2,0,1,109,Low
5,0,38,0,305,6,7,2,4,1,2,45,25.275,1,8.026315789473685,0.15789473684210525,0.18421052631578946,0,1,15,Low
5,0,38,0,305,6,7,2,5,1,1,55,15.165,0,8.026315789473685,0.15789473684210525,0.18421052631578946,0,1,15,Low
26,0,33,2,15780,234,7,67,2,1,1,25,752.13,0,478.1818181818182,7.090909090909091,0.21212121212121213,0,1,308,High
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,0,185.27777777777777,3.111111111111111,7.138888888888889,0,1,389,Very High
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0,90.07894736842105,2.0526315789473686,0.18421052631578946,0,1,100,Medium
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0,37.027027027027025,1.0810810810810811,0.6486486486486487,0,1,71,Medium
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0,65.39473684210526,1.2894736842105263,4.2368421052631575,0,1,220,Very High
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0,35.172413793103445,1.103448275862069,6.172413793103448,0,1,213,High
5,0,28,0,1273,35,16,55,4,1,1,45,72.7,0,45.464285714285715,1.25,0.5714285714285714,0,1,106,Low
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0,13.96551724137931,0.7241379310344828,0.2413793103448276,0,1,30,Low
5,0,28,0,305,6,7,2,4,1,2,45,25.275,0,10.892857142857142,0.21428571428571427,0.25,0,1,15,Low
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0,34.44444444444444,1.037037037037037,0.25925925925925924,0,1,37,Low
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,108.51851851851852,2.111111111111111,0.25925925925925924,0,1,74,Medium
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0,70.0,1.1,0.7,0,1,38,Medium
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0,320.94736842105266,7.2105263157894735,3.736842105263158,0,1,237,High
13,0,17,0,8638,167,59,27,5,1,1,55,220.575,0,508.11764705882354,9.823529411764707,3.4705882352941178,0,1,253,Medium
9,0,18,2,2558,41,17,6,3,1,1,30,171.96,0,142.11111111111111,2.2777777777777777,0.9444444444444444,0,1,64,Medium
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0,372.27272727272725,3.272727272727273,18.272727272727273,0,1,262,Very High
5,1,11,1,1193,15,7,2,3,1,1,30,76.32,1,108.45454545454545,1.3636363636363635,0.6363636363636364,1,1,24,Low
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0,116.82926829268293,2.024390243902439,1.0731707317073171,0,1,150,High
5,0,42,0,738,17,46,10,3,1,2,30,214.2,0,17.571428571428573,0.40476190476190477,1.0952380952380953,0,1,73,Medium
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,0,71.825,1.8,9.95,0,1,500,Very High
15,0,41,2,4618,78,40,41,1,1,1,15,478.28,0,112.63414634146342,1.9024390243902438,0.975609756097561,0,1,159,High
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0,68.60975609756098,1.7073170731707317,1.0,0,1,150,High
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0,102.3170731707317,2.292682926829268,1.7317073170731707,0,1,199,High
9,0,41,2,2780,51,324,24,4,1,1,45,880.775,0,67.8048780487805,1.2439024390243902,7.902439024390244,0,1,399,Very High
18,0,40,4,9535,133,183,49,3,1,1,30,1118.72,0,238.375,3.325,4.575,0,1,365,Very High
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0,346.1707317073171,4.414634146341464,0.9512195121951219,0,1,270,High
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,0,120.36585365853658,2.317073170731707,1.0,0,1,167,Medium
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0,154.58536585365854,2.6097560975609757,1.1219512195121952,0,1,171,High
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,0,64.82926829268293,1.6097560975609757,1.146341463414634,1,1,136,Medium
30,0,41,5,15560,237,93,38,3,1,1,30,1003.88,0,379.5121951219512,5.780487804878049,2.268292682926829,0,1,368,Very High
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0,85.73170731707317,0.9512195121951219,12.731707317073171,0,1,575,Very High
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,0,397.625,4.85,4.725,0,1,419,Very High
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,0,173.0,2.45,5.625,0,1,355,High
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0,32.375,0.65,0.975,0,1,82,Medium
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0,27.5609756097561,0.6341463414634146,1.2682926829268293,0,1,92,High
5,0,40,0,420,12,39,6,3,1,2,30,173.28,1,10.5,0.3,0.975,0,1,57,Medium
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,0,198.2,3.475,10.575,0,1,611,Very High
12,0,40,3,11885,166,50,53,4,1,1,45,426.275,0,297.125,4.15,1.25,0,1,269,High
13,0,40,3,7138,87,147,43,3,1,1,30,877.0,0,178.45,2.175,3.675,0,1,277,Very High
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,1,38.19444444444444,1.6388888888888888,1.5277777777777777,1,1,137,High
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,0,278.3333333333333,2.6923076923076925,1.0256410256410255,0,1,193,Medium
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,0,159.94871794871796,2.8205128205128207,1.6666666666666667,0,1,205,High
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0,88.10810810810811,0.918918918918919,1.054054054054054,0,1,93,Medium
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,1,89.73684210526316,1.394736842105263,1.263157894736842,0,1,123,High
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,1,68.92307692307692,1.435897435897436,1.8717948717948718,1,1,166,High
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1,14.179487179487179,0.358974358974359,1.0,0,1,61,Medium
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,0,53.53846153846154,0.9487179487179487,1.0,0,1,88,Medium
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,0,200.13888888888889,3.0277777777777777,1.4722222222222223,0,1,190,Medium
5,0,39,0,1048,19,48,10,4,1,2,45,146.675,1,26.871794871794872,0.48717948717948717,1.2307692307692308,0,1,77,Medium
5,0,39,3,758,16,43,8,5,1,1,55,76.11,0,19.435897435897434,0.41025641025641024,1.1025641025641026,0,1,67,Low
30,0,34,5,16495,250,39,86,2,2,1,25,929.025,0,485.1470588235294,7.352941176470588,1.1470588235294117,0,1,375,Very High
11,0,37,5,7385,128,310,39,3,2,1,30,1540.52,0,199.59459459459458,3.4594594594594597,8.378378378378379,0,1,477,Very High
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0,106.1025641025641,2.41025641025641,1.0512820512820513,0,1,169,High
8,0,38,0,2085,56,77,26,4,1,2,45,246.025,0,54.86842105263158,1.4736842105263157,2.026315789473684,0,1,159,High
11,0,39,2,3200,65,214,29,3,1,1,30,986.6,0,82.05128205128206,1.6666666666666667,5.487179487179487,0,1,308,Very High
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,0,57.833333333333336,1.6,7.733333333333333,0,1,297,Very High
9,0,29,2,1988,51,69,74,5,1,1,55,134.085,0,68.55172413793103,1.7586206896551724,2.3793103448275863,0,1,194,Medium
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0,37.333333333333336,1.2333333333333334,1.6333333333333333,0,1,99,High
5,0,29,0,1245,22,60,9,4,1,2,45,181.675,0,42.93103448275862,0.7586206896551724,2.0689655172413794,0,1,91,Medium
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,0,58.75,1.5714285714285714,2.0714285714285716,0,1,121,High
7,0,28,2,3645,73,47,29,4,1,1,45,210.45,0,130.17857142857142,2.607142857142857,1.6785714285714286,0,1,149,Medium
7,0,21,2,2115,38,67,20,3,1,1,30,354.12,0,100.71428571428571,1.8095238095238095,3.1904761904761907,0,1,125,High
21,0,20,3,6813,153,124,48,2,2,1,25,871.47,0,340.65,7.65,6.2,0,1,325,Very High
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,0,519.6111111111111,10.166666666666666,6.222222222222222,0,1,341,High
13,0,19,5,3273,57,70,25,4,1,1,45,258.25,0,172.26315789473685,3.0,3.6842105263157894,0,1,152,High
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,0,400.8333333333333,4.333333333333333,21.166666666666668,0,1,322,Very High
8,1,12,3,1908,31,39,13,3,1,1,30,233.56,1,159.0,2.5833333333333335,3.25,1,1,83,High
13,0,39,0,4560,71,7,15,2,1,1,25,239.895,0,116.92307692307692,1.8205128205128205,0.1794871794871795,0,1,93,High
5,0,40,0,305,6,7,2,2,1,2,25,45.495,0,7.625,0.15,0.175,0,1,15,Low
15,0,38,0,2643,60,334,22,2,1,1,25,1624.635,0,69.55263157894737,1.5789473684210527,8.789473684210526,0,1,416,Very High
15,0,39,0,4388,66,7,33,1,1,1,15,283.47,0,112.51282051282051,1.6923076923076923,0.1794871794871795,0,1,106,High
8,0,39,0,2583,58,7,31,1,1,1,15,183.755,0,66.23076923076923,1.4871794871794872,0.1794871794871795,0,1,96,Medium
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0,101.66666666666667,2.1025641025641026,0.1794871794871795,0,1,115,Medium
9,0,39,0,2550,39,260,16,3,1,1,30,1143.56,0,65.38461538461539,1.0,6.666666666666667,0,1,315,Very High
18,0,38,2,9305,121,119,41,3,1,1,30,853.04,0,244.8684210526316,3.1842105263157894,3.1315789473684212,0,1,281,Very High
